,Arists,Date,Entry,Peak,Song,Weeks
2855,GUY,2/23/1991,81,41,Let's Chill,15
2888,RALPH TRESVANT,2/23/1991,85,34,Stone Cold Gentleman,11
2899,ALEXANDER O'NEAL,2/23/1991,89,43,All True Man,11
2905,HI-FIVE,2/23/1991,90,1,I Like The Way,23
2914,AMY GRANT,2/23/1991,75,1,Baby Baby,21
2997,GUY,2/23/1991,81,41,Let's Chill,15
3033,HI-FIVE,2/23/1991,90,1,I Like The Way,23
3069,AMY GRANT,2/23/1991,75,1,Baby Baby,21
2638,ROBERT PALMER,2/16/1991,77,16,Mercy Mercy Me,17
2643,RICK ASTLEY,2/16/1991,86,7,Cry For Help,20
2653,BINGO BOYS featuring PRINCESSA,2/16/1991,85,25,How To Dance,14
2667,HARRIET,2/16/1991,96,39,Temple Of Love,11
2671,SHAWN CHRISTOPHER,2/16/1991,93,67,Another Sleepless Night,7
2698,GARY MOORE,2/16/1991,97,97,Still Got The Blues,3
2699,PET SHOP BOYS,2/16/1991,99,93,How Can You Expect To Be Taken Seriously,3
2715,RICK ASTLEY,2/16/1991,86,7,Cry For Help,20
2716,ROBERT PALMER,2/16/1991,77,16,Mercy Mercy Me,17
2726,BINGO BOYS featuring PRINCESSA,2/16/1991,85,25,How To Dance,14
2740,HARRIET,2/16/1991,96,39,Temple Of Love,11
2806,RICK ASTLEY,2/16/1991,86,7,Cry For Help,20
2832,ROBERT PALMER,2/16/1991,77,16,Mercy Mercy Me,17
2857,BINGO BOYS featuring PRINCESSA,2/16/1991,85,25,How To Dance,14
2940,RICK ASTLEY,2/16/1991,86,7,Cry For Help,20
2979,ROBERT PALMER,2/16/1991,77,16,Mercy Mercy Me,17
2624,LONDONBEAT,2/9/1991,52,1,I've Been Thinking About You,19
2628,WILSON PHILLIPS,2/9/1991,64,1,You're In Love,19
2634,ENIGMA,2/9/1991,93,5,Sadness,18
2648,REMBRANDTS,2/9/1991,89,14,Just The Way It Is Baby,19
2655,WINGER,2/9/1991,84,41,Easy Come Easy Go,11
2658,COVER GIRLS,2/9/1991,98,55,Funk Boutique,11
2687,ZZ TOP,2/9/1991,90,79,Give It Up,5
2690,JELLYBEAN,2/9/1991,91,90,Who's It Gonna Be,5
2701,LONDONBEAT,2/9/1991,52,1,I've Been Thinking About You,19
2702,WILSON PHILLIPS,2/9/1991,64,1,You're In Love,19
2704,ENIGMA,2/9/1991,93,5,Sadness,18
2722,REMBRANDTS,2/9/1991,89,14,Just The Way It Is Baby,19
2750,WINGER,2/9/1991,84,41,Easy Come Easy Go,11
2767,COVER GIRLS,2/9/1991,98,55,Funk Boutique,11
2808,WILSON PHILLIPS,2/9/1991,64,1,You're In Love,19
2811,LONDONBEAT,2/9/1991,52,1,I've Been Thinking About You,19
2816,ENIGMA,2/9/1991,93,5,Sadness,18
2821,REMBRANDTS,2/9/1991,89,14,Just The Way It Is Baby,19
2950,LONDONBEAT,2/9/1991,52,1,I've Been Thinking About You,19
2952,WILSON PHILLIPS,2/9/1991,64,1,You're In Love,19
2971,REMBRANDTS,2/9/1991,89,14,Just The Way It Is Baby,19
2980,ENIGMA,2/9/1991,93,5,Sadness,18
2580,STEVIE B,2/2/1991,81,12,I'll Be By Your Side,15
2582,PHIL COLLINS,2/2/1991,83,73,Who Said I Would,5
2586,GEORGE MICHAEL,2/2/1991,87,46,Mother's Pride,9
2587,SUSANNA HOFFS,2/2/1991,88,30,My Side Of The Bed,11
2588,HEART,2/2/1991,89,64,Secret,8
2591,LISETTE MELENDEZ,2/2/1991,92,35,Together Forever,24
2592,POISON,2/2/1991,93,38,Ride The Wind,12
2595,GERARDO,2/2/1991,96,7,Rico Suave,18
2630,STEVIE B,2/2/1991,81,12,I'll Be By Your Side,15
2633,GERARDO,2/2/1991,96,7,Rico Suave,18
2639,SUSANNA HOFFS,2/2/1991,88,30,My Side Of The Bed,11
2645,GEORGE MICHAEL,2/2/1991,87,46,Mother's Pride,9
2650,POISON,2/2/1991,93,38,Ride The Wind,12
2652,LISETTE MELENDEZ,2/2/1991,92,35,Together Forever,24
2663,HEART,2/2/1991,89,64,Secret,8
2694,PHIL COLLINS,2/2/1991,83,73,Who Said I Would,5
2710,GERARDO,2/2/1991,96,7,Rico Suave,18
2714,STEVIE B,2/2/1991,81,12,I'll Be By Your Side,15
2734,LISETTE MELENDEZ,2/2/1991,92,35,Together Forever,24
2756,POISON,2/2/1991,93,38,Ride The Wind,12
2757,SUSANNA HOFFS,2/2/1991,88,30,My Side Of The Bed,11
2828,GERARDO,2/2/1991,96,7,Rico Suave,18
2858,LISETTE MELENDEZ,2/2/1991,92,35,Together Forever,24
2877,STEVIE B,2/2/1991,81,12,I'll Be By Your Side,15
2986,LISETTE MELENDEZ,2/2/1991,92,35,Together Forever,24
2996,GERARDO,2/2/1991,96,7,Rico Suave,18
3085,LISETTE MELENDEZ,2/2/1991,92,35,Together Forever,24
2537,GLORIA ESTEFAN,1/26/1991,55,1,Coming Out Of The Dark,19
2567,CHICAGO,1/26/1991,82,39,Chasin' The Wind,11
2585,BETTE MIDLER,1/26/1991,92,62,Night And Day,7
2609,GLORIA ESTEFAN,1/26/1991,55,1,Coming Out Of The Dark,19
2641,CHICAGO,1/26/1991,82,39,Chasin' The Wind,11
2662,BETTE MIDLER,1/26/1991,92,62,Night And Day,7
2700,GLORIA ESTEFAN,1/26/1991,55,1,Coming Out Of The Dark,19
2792,CHICAGO,1/26/1991,82,39,Chasin' The Wind,11
2837,GLORIA ESTEFAN,1/26/1991,55,1,Coming Out Of The Dark,19
2995,GLORIA ESTEFAN,1/26/1991,55,1,Coming Out Of The Dark,19
2516,MARIAH CAREY,1/19/1991,37,1,Someday,19
2530,STING,1/19/1991,66,5,All This Time,15
2538,ALIAS,1/19/1991,71,13,Waiting For Love,17
2542,GEORGE MICHAEL,1/19/1991,68,27,Waiting For That Day,10
2550,TARA KEMP,1/19/1991,84,3,Hold You Tight,22
2569,BELL BIV DEVOE,1/19/1991,92,63,When Will I See You Smile Again,8
2573,DONNY OSMOND,1/19/1991,100,54,Sure Lookin',12
2593,ADVENTURES OF STEVIE V,1/19/1991,96,94,Jealousy,6
2599,CURE,1/19/1991,99,97,Close To Me,3
2601,MARIAH CAREY,1/19/1991,37,1,Someday,19
2607,STING,1/19/1991,66,5,All This Time,15
2616,ALIAS,1/19/1991,71,13,Waiting For Love,17
2618,TARA KEMP,1/19/1991,84,3,Hold You Tight,22
2626,GEORGE MICHAEL,1/19/1991,68,27,Waiting For That Day,10
2654,DONNY OSMOND,1/19/1991,100,54,Sure Lookin',12
2679,BELL BIV DEVOE,1/19/1991,92,63,When Will I See You Smile Again,8
2703,TARA KEMP,1/19/1991,84,3,Hold You Tight,22
2712,MARIAH CAREY,1/19/1991,37,1,Someday,19
2744,STING,1/19/1991,66,5,All This Time,15
2745,ALIAS,1/19/1991,71,13,Waiting For Love,17
2797,DONNY OSMOND,1/19/1991,100,54,Sure Lookin',12
2813,TARA KEMP,1/19/1991,84,3,Hold You Tight,22
2848,MARIAH CAREY,1/19/1991,37,1,Someday,19
2889,ALIAS,1/19/1991,71,13,Waiting For Love,17
2959,TARA KEMP,1/19/1991,84,3,Hold You Tight,22
2533,ANOTHER BAD CREATION,1/12/1991,78,9,Iesha,23
2543,FATHER MC,1/12/1991,87,20,I'll Do 4 You,17
2564,MICHEL'LE,1/12/1991,92,31,Something In My Heart,22
2617,ANOTHER BAD CREATION,1/12/1991,78,9,Iesha,23
2627,FATHER MC,1/12/1991,87,20,I'll Do 4 You,17
2637,MICHEL'LE,1/12/1991,92,31,Something In My Heart,22
2709,ANOTHER BAD CREATION,1/12/1991,78,9,Iesha,23
2733,FATHER MC,1/12/1991,87,20,I'll Do 4 You,17
2746,MICHEL'LE,1/12/1991,92,31,Something In My Heart,22
2824,ANOTHER BAD CREATION,1/12/1991,78,9,Iesha,23
2860,MICHEL'LE,1/12/1991,92,31,Something In My Heart,22
2892,FATHER MC,1/12/1991,87,20,I'll Do 4 You,17
2961,ANOTHER BAD CREATION,1/12/1991,78,9,Iesha,23
2991,MICHEL'LE,1/12/1991,92,31,Something In My Heart,22
2484,MC HAMMER,1/5/1991,85,54,Here Comes The Hammer,14
2488,TESLA,1/5/1991,89,8,Signs,22
2490,HOUSE OF LORDS,1/5/1991,91,72,Remember My Name,9
2492,GUYS NEXT DOOR,1/5/1991,93,42,I've Been Waiting For You,11
2494,DARYL HALL & JOHN OATES,1/5/1991,95,41,Don't Hold Back Your Love,11
2495,DEEE-LITE,1/5/1991,96,47,Power Of Love,10
2544,TESLA,1/5/1991,89,8,Signs,22
2552,DARYL HALL & JOHN OATES,1/5/1991,95,41,Don't Hold Back Your Love,11
2555,MC HAMMER,1/5/1991,85,54,Here Comes The Hammer,14
2556,DEEE-LITE,1/5/1991,96,47,Power Of Love,10
2560,GUYS NEXT DOOR,1/5/1991,93,42,I've Been Waiting For You,11
2572,HOUSE OF LORDS,1/5/1991,91,72,Remember My Name,9
2619,TESLA,1/5/1991,89,8,Signs,22
2660,GUYS NEXT DOOR,1/5/1991,93,42,I've Been Waiting For You,11
2661,DEEE-LITE,1/5/1991,96,47,Power Of Love,10
2665,MC HAMMER,1/5/1991,85,54,Here Comes The Hammer,14
2666,DARYL HALL & JOHN OATES,1/5/1991,95,41,Don't Hold Back Your Love,11
2696,HOUSE OF LORDS,1/5/1991,91,72,Remember My Name,9
2707,TESLA,1/5/1991,89,8,Signs,22
2798,MC HAMMER,1/5/1991,85,54,Here Comes The Hammer,14
2834,TESLA,1/5/1991,89,8,Signs,22
2993,TESLA,1/5/1991,89,8,Signs,22
2436,WHITNEY HOUSTON,12/22/1990,53,1,All The Man That I Need,23
2466,TONY! TONI! TONE!,12/22/1990,66,34,It Never Rains (In Southern California),15
2469,TIMMY T,12/22/1990,92,1,One More Try,25
2476,2NU,12/22/1990,86,46,This Is Ponderous,13
2478,TRACIE SPENCER,12/22/1990,89,3,This House,23
2485,SLAUGHTER,12/22/1990,96,39,Spend My Life,13
2507,WHITNEY HOUSTON,12/22/1990,53,1,All The Man That I Need,23
2513,TIMMY T,12/22/1990,92,1,One More Try,25
2528,TRACIE SPENCER,12/22/1990,89,3,This House,23
2536,TONY! TONI! TONE!,12/22/1990,66,34,It Never Rains (In Southern California),15
2547,SLAUGHTER,12/22/1990,96,39,Spend My Life,13
2549,2NU,12/22/1990,86,46,This Is Ponderous,13
2600,WHITNEY HOUSTON,12/22/1990,53,1,All The Man That I Need,23
2602,TIMMY T,12/22/1990,92,1,One More Try,25
2612,TRACIE SPENCER,12/22/1990,89,3,This House,23
2644,TONY! TONI! TONE!,12/22/1990,66,34,It Never Rains (In Southern California),15
2657,SLAUGHTER,12/22/1990,96,39,Spend My Life,13
2664,2NU,12/22/1990,86,46,This Is Ponderous,13
2705,TIMMY T,12/22/1990,92,1,One More Try,25
2708,TRACIE SPENCER,12/22/1990,89,3,This House,23
2728,WHITNEY HOUSTON,12/22/1990,53,1,All The Man That I Need,23
2833,TIMMY T,12/22/1990,92,1,One More Try,25
2850,TRACIE SPENCER,12/22/1990,89,3,This House,23
2884,WHITNEY HOUSTON,12/22/1990,53,1,All The Man That I Need,23
2985,TIMMY T,12/22/1990,92,1,One More Try,25
2473,OLETA ADAMS,12/15/1990,89,5,Get Here,23
2474,URBAN DANCE SQUAD,12/15/1990,93,21,Deeper Shade Of Soul,18
2481,CANDYMAN,12/15/1990,95,69,Melt In Your Mouth,11
2482,PAT & MICK,12/15/1990,86,81,Use It Up And Wear It Out,7
2489,NOTORIOUS,12/15/1990,90,90,The Swalk,5
2491,PAUL SIMON,12/15/1990,96,92,The Obvious Child,5
2531,URBAN DANCE SQUAD,12/15/1990,93,21,Deeper Shade Of Soul,18
2540,OLETA ADAMS,12/15/1990,89,5,Get Here,23
2568,CANDYMAN,12/15/1990,95,69,Melt In Your Mouth,11
2613,OLETA ADAMS,12/15/1990,89,5,Get Here,23
2620,URBAN DANCE SQUAD,12/15/1990,93,21,Deeper Shade Of Soul,18
2717,OLETA ADAMS,12/15/1990,89,5,Get Here,23
2778,URBAN DANCE SQUAD,12/15/1990,93,21,Deeper Shade Of Soul,18
2874,OLETA ADAMS,12/15/1990,89,5,Get Here,23
2413,VANILLA ICE,12/8/1990,66,4,Play That Funky Music,17
2438,CELINE DION,12/8/1990,80,4,Where Does My Heart Beat Now,24
2452,BLACK BOX,12/8/1990,86,23,I Don't Know Anybody Else,14
2454,AC/DC,12/8/1990,76,23,Money Talks,16
2459,CINDERELLA,12/8/1990,89,36,Shelter Me,13
2461,STYX,12/8/1990,96,3,Show Me The Way,23
2465,JOEY B ELLIS & TYNETTA HARE,12/8/1990,92,66,Go For It,8
2467,TEVIN CAMPBELL,12/8/1990,78,12,Round And Round,29
2472,MAXI PRIEST,12/8/1990,84,62,Just A Little Bit Longer,11
2504,VANILLA ICE,12/8/1990,66,4,Play That Funky Music,17
2512,CELINE DION,12/8/1990,80,4,Where Does My Heart Beat Now,24
2522,BLACK BOX,12/8/1990,86,23,I Don't Know Anybody Else,14
2524,AC/DC,12/8/1990,76,23,Money Talks,16
2529,STYX,12/8/1990,96,3,Show Me The Way,23
2535,CINDERELLA,12/8/1990,89,36,Shelter Me,13
2545,TEVIN CAMPBELL,12/8/1990,78,12,Round And Round,29
2561,MAXI PRIEST,12/8/1990,84,62,Just A Little Bit Longer,11
2603,CELINE DION,12/8/1990,80,4,Where Does My Heart Beat Now,24
2606,STYX,12/8/1990,96,3,Show Me The Way,23
2623,TEVIN CAMPBELL,12/8/1990,78,12,Round And Round,29
2631,VANILLA ICE,12/8/1990,66,4,Play That Funky Music,17
2640,AC/DC,12/8/1990,76,23,Money Talks,16
2669,BLACK BOX,12/8/1990,86,23,I Don't Know Anybody Else,14
2686,CINDERELLA,12/8/1990,89,36,Shelter Me,13
2713,TEVIN CAMPBELL,12/8/1990,78,12,Round And Round,29
2729,CELINE DION,12/8/1990,80,4,Where Does My Heart Beat Now,24
2730,STYX,12/8/1990,96,3,Show Me The Way,23
2835,TEVIN CAMPBELL,12/8/1990,78,12,Round And Round,29
2867,CELINE DION,12/8/1990,80,4,Where Does My Heart Beat Now,24
